"TOA5","CR5000_2","CR5000","2447","CR5000.Std.07","CPU:Parcela3_final.CR5","8647","Table1"
"TIMESTAMP","RECORD","SlrFD_W_Avg","Rain_mm_Tot","Strikes_Tot","Dist_km_Avg","WS_ms_Avg","WindDir","MaxWS_ms_Avg","AirT_C_Avg","VP_mbar_Avg","BP_mbar_Avg","ETos","Rso","RH","RHT_C","TiltNS_deg_Avg","TiltWE_deg_Avg","SlrTF_MJ_Tot","CVMeta","Invalid_Wind","TT_C_Avg","SBT_C_Avg","SHF_Avg","NR_Wm2_Avg","CNR_Wm2_Avg","Temp_TC1_C_Avg","Temp_TC2_C_Avg","SWC_5CM_Avg","SWC_40CM_Avg"
"TS","RN","W/m^2","mm","count","kilometers","m/s","degrees","m/s","Deg C","mbar","mbar","Deg C","Deg C","%","Deg C","degrees","degrees","MJ/m^2","","","Deg C","Deg C","W/m^2","W/meter^2","W/m^2","Deg C","Deg C","m3/m3","m3/m3"
"","","Avg","Tot","Tot","Avg","Avg","Smp","Avg","Avg","Avg","Avg","ETsz","RSo","Smp","Smp","Avg","Avg","Tot","Smp","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2025-09-15 10:00:00",406,365.5,0,0,0,0.715,28.3,2.088,14.85,11.61667,1017.698,0.216,2.478,62.8,19.3,-0.117,2.317,1.3158,"013CAMPBELLCLIM50535VUE-500004413",0,21.57,16.79,-6.266,387.8,387.8,13.37,13.36,0.35,0.484
"2025-09-15 11:00:00",407,513.8,0,0,0,0.828,339,1.947,17.85,11.65,1017.314,0.323,2.854,54.3,22.4,0.133,2.25,1.8498,"013CAMPBELLCLIM50535VUE-500004413",0,28.63,20.64,-6.137,528.9,528.9,18.69,18.69,0.35,0.484
"2025-09-15 12:00:00",408,576.5,0,0,0,0.84,340.4,1.942,20.35,11.91667,1016.898,0.381,2.999,47.1,24.4,0.117,2.183,2.0754,"013CAMPBELLCLIM50535VUE-500004413",0,34.18,23.78,-5.444,561.8,561.8,22.78,22.77,0.349,0.484
"2025-09-15 13:00:00",409,641.5,0,0,0,0.89,47,2.252,22.73,11.75,1016.248,0.438,2.908,39.3,26.8,0.1,2.167,2.3094,"013CAMPBELLCLIM50535VUE-500004413",0,39.14,26.81,-3.956,608.1,608.1,26.04,26.04,0.349,0.484
"2025-09-15 14:00:00",410,619.2,0,0,0,1.087,168.3,2.697,24.6,11.05,1015.398,0.437,2.592,33.8,28.1,0.167,2.183,2.229,"013CAMPBELLCLIM50535VUE-500004413",0,40.95,28.42,-1.527,543.1,543.1,28.48,28.48,0.349,0.484
"2025-09-15 15:00:00",411,559.7,0,0,0,0.988,173.1,2.562,26.23,9.983334,1014.664,0.389,2.072,27.9,29.6,0.267,2.217,2.0148,"013CAMPBELLCLIM50535VUE-500004413",0,41.12,29.49,1.535,468.4,468.4,30.2,30.2,0.35,0.484
"2025-09-15 16:00:00",412,448,0,0,0,1.098,165.4,2.645,26.57,9.85,1014.148,0.311,1.381,28.7,29.4,0.283,2.083,1.6128,"013CAMPBELLCLIM50535VUE-500004413",0,38.3,29.46,4.611,319.1,319.1,31.09,31.09,0.35,0.484
"2025-09-15 17:00:00",413,296.5,0,0,0,0.85,152.1,2.328,26.87,10.13333,1013.831,0.187,0.612,29.8,29.2,0.35,2.117,1.0674,"013CAMPBELLCLIM50535VUE-500004413",0,33.43,29.21,7.183,135.9,135.9,31,31,0.351,0.484
"2025-09-15 18:00:00",414,118.5,0,0,0,0.728,130.5,2.422,25.65,10.61667,1013.931,0.046,0.051,35.4,25.8,0.233,2.167,0.4266,"013CAMPBELLCLIM50535VUE-500004413",0,23.67,26.61,8.86,-57.39,-57.39,29.23,29.22,0.351,0.484
"2025-09-15 19:00:00",415,7.5,0,0,0,0.582,73.5,1.572,22.08,11.21667,1014.581,-0.01,0,47.2,20.8,0.1,2.283,0.027,"013CAMPBELLCLIM50535VUE-500004413",0,16.12,21.31,9.29,-102.5,-102.5,24.69,24.68,0.351,0.484
