"TOA5","CR5000_2","CR5000","2447","CR5000.Std.07","CPU:Parcela3_final.CR5","8647","Table1"
"TIMESTAMP","RECORD","SlrFD_W_Avg","Rain_mm_Tot","Strikes_Tot","Dist_km_Avg","WS_ms_Avg","WindDir","MaxWS_ms_Avg","AirT_C_Avg","VP_mbar_Avg","BP_mbar_Avg","ETos","Rso","RH","RHT_C","TiltNS_deg_Avg","TiltWE_deg_Avg","SlrTF_MJ_Tot","CVMeta","Invalid_Wind","TT_C_Avg","SBT_C_Avg","SHF_Avg","NR_Wm2_Avg","CNR_Wm2_Avg","Temp_TC1_C_Avg","Temp_TC2_C_Avg","SWC_5CM_Avg","SWC_40CM_Avg"
"TS","RN","W/m^2","mm","count","kilometers","m/s","degrees","m/s","Deg C","mbar","mbar","Deg C","Deg C","%","Deg C","degrees","degrees","MJ/m^2","","","Deg C","Deg C","W/m^2","W/meter^2","W/m^2","Deg C","Deg C","m3/m3","m3/m3"
"","","Avg","Tot","Tot","Avg","Avg","Smp","Avg","Avg","Avg","Avg","ETsz","RSo","Smp","Smp","Avg","Avg","Tot","Smp","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2025-07-30 11:00:00",213,69.83,0,0,0,0.61,27.7,1.588,13.45,10.65,1013.898,0.055,1.962,69.8,13.9,0.167,2.317,0.2514,"013CAMPBELLCLIM50535VUE-500004413",0,13.23,13.65,-3.099,33.5,33.5,11.95,11.95,0.325,0.477
"2025-07-30 12:00:00",214,116.7,0,0,0,0.535,294.9,1.442,13.85,10.81667,1015.181,0.082,2.138,68.8,14.9,0.067,2.233,0.42,"013CAMPBELLCLIM50535VUE-500004413",0,14.67,14.56,-2.937,79.72,79.72,13.12,13.12,0.326,0.477
"2025-07-30 13:00:00",215,187.3,0,0,0,0.773,272.6,1.782,14.37,11.2,1015.364,0.124,2.093,68.4,16,0.117,2.283,0.6744,"013CAMPBELLCLIM50535VUE-500004413",0,16.64,15.61,-2.546,136.1,136.1,14.6,14.6,0.326,0.477
"2025-07-30 14:00:00",216,168.3,0,0,0,0.923,320.1,2.508,14.83,11.36667,1013.664,0.116,1.837,66.1,16.2,0.117,2.3,0.606,"013CAMPBELLCLIM50535VUE-500004413",0,16.46,15.91,-1.896,101.7,101.7,15.67,15.67,0.326,0.477
"2025-07-30 15:00:00",217,87.2,0,0,0,0.863,210.8,2.152,14.52,11.18333,1012.498,0.072,1.392,68,15,0.083,2.2,0.3138,"013CAMPBELLCLIM50535VUE-500004413",0,14.69,14.85,-1.041,31.88,31.88,15.5,15.5,0.325,0.477
"2025-07-30 16:00:00",218,58,0,0,0,0.338,168,0.988,14.62,11.03333,1011.364,0.044,0.805,65.8,15,0.05,2.133,0.2088,"013CAMPBELLCLIM50535VUE-500004413",0,14.52,14.86,-0.295,13.97,13.97,15.04,15.04,0.326,0.477
"2025-07-30 17:00:00",219,44.67,0,0,0,0.3,284.5,0.813,14.47,11.26667,1010.231,-0.012,0.192,71.9,14.5,0.117,2.233,0.1608,"013CAMPBELLCLIM50535VUE-500004413",0,13.74,14.69,0.149,0.168,0.168,14.77,14.77,0.326,0.477
"2025-07-30 18:00:00",220,14.17,0,0,0,0.278,134.6,0.633,13.5,11.31667,1009.648,0.01,0,76.6,13.1,0.067,2.3,0.051,"013CAMPBELLCLIM50535VUE-500004413",0,11.7,13.13,0.398,-28.8,-28.8,13.85,13.85,0.326,0.477
"2025-07-30 19:00:00",221,1.167,0,0,0,0.328,180.2,0.943,11.97,11.01667,1009.731,0.005,0,77.3,11.4,0.133,2.2,0.0042,"013CAMPBELLCLIM50535VUE-500004413",0,9.88,11.1,0.441,-40.47,-40.47,12.35,12.35,0.325,0.477
"2025-07-30 20:00:00",222,0,0,0,0,0.443,154.3,1.288,11.72,10.68333,1009.931,0.006,0,79.8,11.1,0.067,2.283,0,"013CAMPBELLCLIM50535VUE-500004413",0,9.34,10.73,0.214,-43.04,-43.04,11.24,11.25,0.325,0.477
