"TOA5","CR5000_2","CR5000","2447","CR5000.Std.07","CPU:Parcela3_final.CR5","8647","Table1"
"TIMESTAMP","RECORD","SlrFD_W_Avg","Rain_mm_Tot","Strikes_Tot","Dist_km_Avg","WS_ms_Avg","WindDir","MaxWS_ms_Avg","AirT_C_Avg","VP_mbar_Avg","BP_mbar_Avg","ETos","Rso","RH","RHT_C","TiltNS_deg_Avg","TiltWE_deg_Avg","SlrTF_MJ_Tot","CVMeta","Invalid_Wind","TT_C_Avg","SBT_C_Avg","SHF_Avg","NR_Wm2_Avg","CNR_Wm2_Avg","Temp_TC1_C_Avg","Temp_TC2_C_Avg","SWC_5CM_Avg","SWC_40CM_Avg"
"TS","RN","W/m^2","mm","count","kilometers","m/s","degrees","m/s","Deg C","mbar","mbar","Deg C","Deg C","%","Deg C","degrees","degrees","MJ/m^2","","","Deg C","Deg C","W/m^2","W/meter^2","W/m^2","Deg C","Deg C","m3/m3","m3/m3"
"","","Avg","Tot","Tot","Avg","Avg","Smp","Avg","Avg","Avg","Avg","ETsz","RSo","Smp","Smp","Avg","Avg","Tot","Smp","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2025-10-22 09:00:00",1293,338.5,0,0,0,0.335,40.4,0.963,18.2,14.46667,1014.348,0.217,2.553,63.8,23.3,-0.183,2.283,1.2186,"013CAMPBELLCLIM50535VUE-500004413",0,19.72,18.98,-5.687,664.2,664.2,16.77,16.76,0.362,0.494
"2025-10-22 10:00:00",1294,498.8,0,0,0,0.515,314.4,1.607,20.67,14.31667,1013.981,0.334,3.097,56.1,25.7,-0.15,2.317,1.7958,"013CAMPBELLCLIM50535VUE-500004413",0,24.41,22.48,-5.606,662.1,662.1,21.67,21.67,0.362,0.494
"2025-10-22 11:00:00",1295,637.2,0,0,0,0.595,131.3,1.578,23,14.35,1013.798,0.442,3.436,47.7,27.7,-0.117,2.233,2.2938,"013CAMPBELLCLIM50535VUE-500004413",0,28.97,25.36,-4.956,670,670,25.56,25.56,0.361,0.494
"2025-10-22 12:00:00",1296,727.5,0,0,0,0.625,148.4,1.977,25.62,13.85,1013.598,0.523,3.55,39.7,29.8,-0.083,2.2,2.619,"013CAMPBELLCLIM50535VUE-500004413",0,34.65,28.88,-3.766,672.8,672.8,29.03,29.03,0.361,0.494
"2025-10-22 13:00:00",1297,768,0,0,0,0.758,269.8,2.433,27.07,13.26667,1013.331,0.561,3.425,36.9,30.7,0,2.25,2.7648,"013CAMPBELLCLIM50535VUE-500004413",0,38.19,30.5,-1.981,678.7,678.7,31.27,31.27,0.361,0.494
"2025-10-22 14:00:00",1298,747.8,0,0,0,0.802,111,2.678,28.22,13.16667,1012.898,0.549,3.061,32.8,31.8,0,2.15,2.6922,"013CAMPBELLCLIM50535VUE-500004413",0,40.09,31.45,0.473,664.7,664.7,32.66,32.66,0.361,0.494
"2025-10-22 15:00:00",1299,667.5,0,0,0,0.778,178.3,2.925,28.82,12.11667,1012.564,0.481,2.507,29.2,32.4,-0.067,2.117,2.403,"013CAMPBELLCLIM50535VUE-500004413",0,40.51,32.07,3.816,645.4,645.4,33.99,33.99,0.361,0.494
"2025-10-22 16:00:00",1300,526.2,0,0,0,0.81,226.8,2.717,29.25,11.3,1012.048,0.37,1.793,28.6,32.2,-0.017,2.067,1.8942,"013CAMPBELLCLIM50535VUE-500004413",0,38.14,31.82,7.37,628.9,628.9,34.56,34.57,0.361,0.494
"2025-10-22 17:00:00",1301,357.2,0,0,0,0.91,195.1,3.102,28.07,12.55,1011.981,0.242,0.981,37.5,30.3,0,2.283,1.2858,"013CAMPBELLCLIM50535VUE-500004413",0,33.55,29.65,9.68,617.1,617.1,33.55,33.55,0.361,0.494
"2025-10-22 18:00:00",1302,193.2,0,0,0,0.82,142,2.703,25.82,13.5,1012.748,0.109,0.228,43,26.8,-0.15,2.167,0.6954,"013CAMPBELLCLIM50535VUE-500004413",0,27.37,26.66,10.31,606.7,606.7,31.02,31.02,0.361,0.494
