"TOA5","CR5000_2","CR5000","2447","CR5000.Std.07","CPU:Parcela3_final.CR5","8647","Table1"
"TIMESTAMP","RECORD","SlrFD_W_Avg","Rain_mm_Tot","Strikes_Tot","Dist_km_Avg","WS_ms_Avg","WindDir","MaxWS_ms_Avg","AirT_C_Avg","VP_mbar_Avg","BP_mbar_Avg","ETos","Rso","RH","RHT_C","TiltNS_deg_Avg","TiltWE_deg_Avg","SlrTF_MJ_Tot","CVMeta","Invalid_Wind","TT_C_Avg","SBT_C_Avg","SHF_Avg","NR_Wm2_Avg","CNR_Wm2_Avg","Temp_TC1_C_Avg","Temp_TC2_C_Avg","SWC_5CM_Avg","SWC_40CM_Avg"
"TS","RN","W/m^2","mm","count","kilometers","m/s","degrees","m/s","Deg C","mbar","mbar","Deg C","Deg C","%","Deg C","degrees","degrees","MJ/m^2","","","Deg C","Deg C","W/m^2","W/meter^2","W/m^2","Deg C","Deg C","m3/m3","m3/m3"
"","","Avg","Tot","Tot","Avg","Avg","Smp","Avg","Avg","Avg","Avg","ETsz","RSo","Smp","Smp","Avg","Avg","Tot","Smp","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2025-11-10 09:00:00",1749,412.3,0,0,0,0.407,12.7,1.063,16.5,11.76667,1016.164,0.253,2.765,59.1,22.4,-0.233,2.3,1.4844,"013CAMPBELLCLIM50535VUE-500004413",0,18.14,17.51,-7.426,190.2,190.2,15.64,15.64,0.309,0.493
"2025-11-10 10:00:00",1750,581.3,0,0,0,0.412,89,1.335,19.2,12.25,1015.898,0.375,3.298,51.8,24.7,-0.2,2.233,2.0928,"013CAMPBELLCLIM50535VUE-500004413",0,21.93,21.46,-7.203,196.2,196.2,20.36,20.35,0.307,0.493
"2025-11-10 11:00:00",1751,712.5,0,0,0,0.583,153.9,1.893,21.5,12.15,1015.714,0.48,3.639,45.1,26,-0.15,2.217,2.565,"013CAMPBELLCLIM50535VUE-500004413",0,26.06,24.59,-6.356,197.8,197.8,24.46,24.46,0.305,0.493
"2025-11-10 12:00:00",1752,808,0,0,0,0.955,197.6,3.202,22.5,11.86667,1015.631,0.555,3.75,43.2,25.9,-0.1,2.167,2.9088,"013CAMPBELLCLIM50535VUE-500004413",0,28.87,25.39,-4.991,195.9,195.9,26.88,26.88,0.303,0.493
"2025-11-10 13:00:00",1753,845,0,0,0,0.945,154.8,3.113,23.4,11.71667,1015.481,0.584,3.622,38.2,26.8,-0.033,2.3,3.0414,"013CAMPBELLCLIM50535VUE-500004413",0,31.66,26.66,-3.102,184.3,184.3,27.85,27.84,0.302,0.493
"2025-11-10 14:00:00",1754,820,0,0,0,0.912,118.6,3.448,24.72,11.61667,1015.114,0.572,3.264,36.5,28.3,0,2.183,2.9532,"013CAMPBELLCLIM50535VUE-500004413",0,34,28,-0.737,174.6,174.6,29.12,29.12,0.3,0.493
"2025-11-10 15:00:00",1755,734.8,0,0,0,0.943,155.9,2.732,25.4,11.66667,1014.648,0.509,2.705,36.3,28.9,-0.033,2.15,2.6454,"013CAMPBELLCLIM50535VUE-500004413",0,33.73,28.62,2.024,171.9,171.9,30.58,30.58,0.298,0.493
"2025-11-10 16:00:00",1756,598.3,0,0,0,0.94,147.8,3.488,25.47,12.26667,1014.331,0.408,1.987,39.2,28.6,-0.05,2.133,2.154,"013CAMPBELLCLIM50535VUE-500004413",0,32.43,28.11,4.612,171.1,171.1,31.12,31.12,0.298,0.493
"2025-11-10 17:00:00",1757,433.7,0,0,0,1.082,165.8,3.51,24.45,12.55,1014.298,0.288,1.188,41.6,27.1,-0.117,2.233,1.5612,"013CAMPBELLCLIM50535VUE-500004413",0,29.33,26.44,6.254,165,165,30.33,30.32,0.298,0.493
