"TOA5","CR5000_2","CR5000","2447","CR5000.Std.07","CPU:Parcela3_final.CR5","8647","Table1"
"TIMESTAMP","RECORD","SlrFD_W_Avg","Rain_mm_Tot","Strikes_Tot","Dist_km_Avg","WS_ms_Avg","WindDir","MaxWS_ms_Avg","AirT_C_Avg","VP_mbar_Avg","BP_mbar_Avg","ETos","Rso","RH","RHT_C","TiltNS_deg_Avg","TiltWE_deg_Avg","SlrTF_MJ_Tot","CVMeta","Invalid_Wind","TT_C_Avg","SBT_C_Avg","SHF_Avg","NR_Wm2_Avg","CNR_Wm2_Avg","Temp_TC1_C_Avg","Temp_TC2_C_Avg","SWC_5CM_Avg","SWC_40CM_Avg"
"TS","RN","W/m^2","mm","count","kilometers","m/s","degrees","m/s","Deg C","mbar","mbar","Deg C","Deg C","%","Deg C","degrees","degrees","MJ/m^2","","","Deg C","Deg C","W/m^2","W/meter^2","W/m^2","Deg C","Deg C","m3/m3","m3/m3"
"","","Avg","Tot","Tot","Avg","Avg","Smp","Avg","Avg","Avg","Avg","ETsz","RSo","Smp","Smp","Avg","Avg","Tot","Smp","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2025-10-30 10:00:00",1486,540.7,0,0,0,0.462,186.8,1.458,21.75,10.71667,1016.948,0.369,3.233,39.2,26.9,-0.133,2.383,1.9464,"013CAMPBELLCLIM50535VUE-500004413",0,25.27,24.22,-5.568,753.7,753.7,22.73,22.72,0.387,0.496
"2025-10-30 11:00:00",1487,682.3,0,0,0,0.573,26.3,1.525,24.35,11.33333,1016.664,0.483,3.562,35.5,29.2,-0.083,2.283,2.4564,"013CAMPBELLCLIM50535VUE-500004413",0,30.05,27.63,-4.9,747.2,747.2,27.04,27.04,0.386,0.496
"2025-10-30 12:00:00",1488,763.5,0,0,0,0.49,76.1,1.353,26.57,11.55,1016.148,0.551,3.665,31.3,31,-0.033,2.267,2.7486,"013CAMPBELLCLIM50535VUE-500004413",0,35.04,30.63,-3.618,732.2,732.2,30.32,30.32,0.385,0.496
"2025-10-30 13:00:00",1489,803,0,0,0,0.622,150.8,2.14,27.78,10.78333,1015.564,0.587,3.541,27,31.5,-0.067,2.25,2.892,"013CAMPBELLCLIM50535VUE-500004413",0,37.53,32.02,-1.669,680,680,32.37,32.37,0.384,0.495
"2025-10-30 14:00:00",1490,782,0,0,0,0.787,151.1,2.937,28.7,10.93333,1015.081,0.576,3.173,28.1,32.2,-0.017,2.25,2.8152,"013CAMPBELLCLIM50535VUE-500004413",0,40.49,32.84,0.963,640.5,640.5,33.53,33.53,0.384,0.495
"2025-10-30 15:00:00",1491,697.5,0,0,0,0.798,150.4,2.833,29.03,10.9,1014.564,0.504,2.606,28.8,32.3,-0.05,2.2,2.511,"013CAMPBELLCLIM50535VUE-500004413",0,39.83,32.55,4.391,602.4,602.4,34.54,34.54,0.383,0.495
"2025-10-30 16:00:00",1492,565,0,0,0,0.912,152.5,3.315,28.63,11.35,1014.198,0.402,1.88,28.1,31.7,-0.067,2.217,2.034,"013CAMPBELLCLIM50535VUE-500004413",0,37.39,31.39,7.872,587.3,587.3,34.54,34.54,0.383,0.495
"2025-10-30 17:00:00",1493,404,0,0,0,0.708,164.3,2.155,28.1,11.31667,1013.848,0.266,1.074,30.1,31,-0.1,2.067,1.4544,"013CAMPBELLCLIM50535VUE-500004413",0,34.15,30.51,9.99,578.7,578.7,33.71,33.71,0.383,0.496
"2025-10-30 18:00:00",1494,229.3,0,0,0,0.712,153.8,2.463,27.22,10.73333,1013.998,0.131,0.303,30.8,29,-0.05,2.25,0.8256,"013CAMPBELLCLIM50535VUE-500004413",0,29.19,28.49,10.43,572.9,572.9,31.87,31.88,0.382,0.496
"2025-10-30 19:00:00",1495,35.67,0,0,0,0.462,110.3,2.1,24.77,9.633333,1014.681,-0.005,0,31.5,23.8,-0.15,2.217,0.1284,"013CAMPBELLCLIM50535VUE-500004413",0,21.95,24.32,9.87,580.1,580.1,28.09,28.09,0.381,0.495
