"TOA5","CR5000_2","CR5000","2447","CR5000.Std.07","CPU:Parcela3_final.CR5","8647","Table1"
"TIMESTAMP","RECORD","SlrFD_W_Avg","Rain_mm_Tot","Strikes_Tot","Dist_km_Avg","WS_ms_Avg","WindDir","MaxWS_ms_Avg","AirT_C_Avg","VP_mbar_Avg","BP_mbar_Avg","ETos","Rso","RH","RHT_C","TiltNS_deg_Avg","TiltWE_deg_Avg","SlrTF_MJ_Tot","CVMeta","Invalid_Wind","TT_C_Avg","SBT_C_Avg","SHF_Avg","NR_Wm2_Avg","CNR_Wm2_Avg","Temp_TC1_C_Avg","Temp_TC2_C_Avg","SWC_5CM_Avg","SWC_40CM_Avg"
"TS","RN","W/m^2","mm","count","kilometers","m/s","degrees","m/s","Deg C","mbar","mbar","Deg C","Deg C","%","Deg C","degrees","degrees","MJ/m^2","","","Deg C","Deg C","W/m^2","W/meter^2","W/m^2","Deg C","Deg C","m3/m3","m3/m3"
"","","Avg","Tot","Tot","Avg","Avg","Smp","Avg","Avg","Avg","Avg","ETsz","RSo","Smp","Smp","Avg","Avg","Tot","Smp","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2025-09-09 10:00:00",262,339,0,0,0,1.237,296.3,2.58,12.2,11.7,1018.414,0.181,2.348,76.4,15.8,-0.033,2.233,1.2204,"013CAMPBELLCLIM50535VUE-500004413",0,18.1,13.19,-6.055,366.6,366.6,10.29,10.29,0.369,0.485
"2025-09-09 11:00:00",263,478.3,0,0,0,0.873,290.3,2.237,15.6,11.83333,1017.764,0.283,2.728,61.4,20,0.1,2.283,1.722,"013CAMPBELLCLIM50535VUE-500004413",0,26.4,18,-6.041,496.5,496.5,15.76,15.75,0.369,0.485
"2025-09-09 12:00:00",264,579.3,0,0,0,0.827,328.8,1.972,19.05,11.46667,1017.131,0.37,2.887,48.8,23.4,0.183,2.283,2.0856,"013CAMPBELLCLIM50535VUE-500004413",0,32.82,22.48,-5.452,585.1,585.1,20.44,20.43,0.369,0.485
"2025-09-09 13:00:00",265,625.5,0,0,0,0.893,144.3,2.378,21.52,10.98333,1016.498,0.416,2.812,39,25.4,0.317,2.283,2.2518,"013CAMPBELLCLIM50535VUE-500004413",0,37.08,25.44,-4.025,605.6,605.6,24.21,24.21,0.368,0.485
"2025-09-09 14:00:00",266,612.3,0,0,0,1.037,190.1,2.51,23.38,9.766666,1015.798,0.419,2.511,30.1,26.8,0.217,2.25,2.2044,"013CAMPBELLCLIM50535VUE-500004413",0,39.4,27.58,-1.661,567.3,567.3,26.84,26.84,0.369,0.485
"2025-09-09 15:00:00",267,551.5,0,0,0,1.238,171.7,3.415,24.72,7.916667,1015.181,0.382,2.009,24.1,27.6,0.35,2.2,1.9854,"013CAMPBELLCLIM50535VUE-500004413",0,38.27,28.01,1.219,475.7,475.7,28.48,28.48,0.369,0.485
"2025-09-09 16:00:00",268,439.8,0,0,0,1.333,167.2,3.405,24.45,7.183333,1014.864,0.305,1.328,24,26.8,0.317,2.167,1.5834,"013CAMPBELLCLIM50535VUE-500004413",0,34.82,27.09,4.055,330,330,28.87,28.87,0.369,0.485
"2025-09-09 17:00:00",269,290,0,0,0,1.223,158.2,2.853,23.73,7.933333,1014.998,0.191,0.56,28.6,25.7,0.367,2.117,1.044,"013CAMPBELLCLIM50535VUE-500004413",0,29.1,25.71,6.332,147.5,147.5,28.17,28.16,0.37,0.485
"2025-09-09 18:00:00",270,117,0,0,0,1.295,147.8,3.233,21.6,9.416667,1015.298,0.055,0,42.3,21.6,0.233,2.183,0.4212,"013CAMPBELLCLIM50535VUE-500004413",0,20.41,22.27,7.721,-31.28,-31.28,25.87,25.87,0.37,0.485
"2025-09-09 19:00:00",271,7.333,0,0,0,0.832,106.7,2.023,18.72,9.45,1015.948,-0.001,0,44.7,17.6,0.2,2.267,0.0264,"013CAMPBELLCLIM50535VUE-500004413",0,13.42,18.05,8.06,-100.6,-100.6,21.39,21.39,0.37,0.485
