"TOA5","CR5000_2","CR5000","2447","CR5000.Std.07","CPU:Parcela3_final.CR5","8647","Table1"
"TIMESTAMP","RECORD","SlrFD_W_Avg","Rain_mm_Tot","Strikes_Tot","Dist_km_Avg","WS_ms_Avg","WindDir","MaxWS_ms_Avg","AirT_C_Avg","VP_mbar_Avg","BP_mbar_Avg","ETos","Rso","RH","RHT_C","TiltNS_deg_Avg","TiltWE_deg_Avg","SlrTF_MJ_Tot","CVMeta","Invalid_Wind","TT_C_Avg","SBT_C_Avg","SHF_Avg","NR_Wm2_Avg","CNR_Wm2_Avg","Temp_TC1_C_Avg","Temp_TC2_C_Avg","SWC_5CM_Avg","SWC_40CM_Avg"
"TS","RN","W/m^2","mm","count","kilometers","m/s","degrees","m/s","Deg C","mbar","mbar","Deg C","Deg C","%","Deg C","degrees","degrees","MJ/m^2","","","Deg C","Deg C","W/m^2","W/meter^2","W/m^2","Deg C","Deg C","m3/m3","m3/m3"
"","","Avg","Tot","Tot","Avg","Avg","Smp","Avg","Avg","Avg","Avg","ETsz","RSo","Smp","Smp","Avg","Avg","Tot","Smp","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2025-09-23 09:00:00",597,245,0,0,0,0.44,6.5,1.237,12.28,10.31667,1016.831,0.139,2.088,66.8,17.1,-0.033,2.25,0.882,"013CAMPBELLCLIM50535VUE-500004413",0,14.35,12.91,-7.179,402.5,402.5,8.33,8.32,0.332,0.483
"2025-09-23 10:00:00",598,405.7,0,0,0,0.605,31.2,1.507,16.02,10.43333,1017.448,0.249,2.658,51.6,20.9,-0.017,2.233,1.4604,"013CAMPBELLCLIM50535VUE-500004413",0,22.41,18.18,-7.269,313.2,313.2,14.76,14.77,0.332,0.483
"2025-09-23 11:00:00",599,549.3,0,0,0,0.703,193.1,1.912,19.7,10.01667,1017.481,0.361,3.034,39.1,24.4,0.083,2.2,1.9776,"013CAMPBELLCLIM50535VUE-500004413",0,29.8,22.86,-6.931,216.2,216.2,20.08,20.07,0.332,0.483
"2025-09-23 12:00:00",600,652.3,0,0,0,0.777,166.2,2.075,22.52,9.566667,1017.164,0.448,3.181,32.9,26.8,0.1,2.283,2.3484,"013CAMPBELLCLIM50535VUE-500004413",0,35.52,26.59,-6.124,305.3,305.3,24.75,24.74,0.332,0.483
"2025-09-23 13:00:00",601,676.3,0,0,0,0.908,287.7,2.345,24.68,9.166666,1016.998,0.481,3.081,28.3,28.5,0.133,2.233,2.4348,"013CAMPBELLCLIM50535VUE-500004413",0,39.43,28.51,-4.683,317.2,317.2,27.91,27.91,0.332,0.483
"2025-09-23 14:00:00",602,659.7,0,0,0,0.888,195.4,2.367,25.93,9.2,1016.581,0.469,2.739,26.5,29.7,0.233,2.2,2.3748,"013CAMPBELLCLIM50535VUE-500004413",0,42.23,30.01,-2.277,310.7,310.7,30.01,30.01,0.332,0.483
"2025-09-23 15:00:00",603,590.2,0,0,0,1.093,174,2.94,26.25,9.266666,1016.164,0.416,2.189,28.8,29.4,0.2,2.1,2.1246,"013CAMPBELLCLIM50535VUE-500004413",0,40.97,29.61,0.87,309.5,309.5,31.14,31.14,0.333,0.483
"2025-09-23 16:00:00",604,470.5,0,0,0,1.283,183.6,3.383,25.62,10.63333,1016.064,0.33,1.471,35.6,28.2,0.15,2.117,1.6938,"013CAMPBELLCLIM50535VUE-500004413",0,36.42,28.21,4.035,483.4,483.4,31.03,31.03,0.335,0.482
"2025-09-23 17:00:00",605,315.8,0,0,0,1.155,154.4,3.41,24.7,11.35,1016.331,0.209,0.687,36.7,26.8,0.1,2.133,1.137,"013CAMPBELLCLIM50535VUE-500004413",0,31.31,26.63,6.654,438.5,438.5,29.82,29.83,0.374,0.485
