"fecha_hora","fecha","RECORD","Radiacion_global_Wm2","Precipitacion_mm","Rayos_conteo","Dist_km_Avg","Velocidad_viento_ms","Direccion_viento_grados","Rachas_ms","Temperatura_aire_C","VP_mbar_Avg","Presion_atmosferica_mbar","ETos","Rso","Humedad_relativa_porc","RHT_C","TiltNS_deg_Avg","TiltWE_deg_Avg","Radiacion_global_MJm2","CVMeta","Invalid_Wind","TT_C_Avg","Temperatura_superficie_C","Flujo_energia_suelo_Wm2","Radiacion_neta_Wm2","CNR_Wm2_Avg","Temperatura_termocupla1_C","Temperatura_termocupla2_C","Humedad_suelo_5cm_m3m3","Humedad_suelo_40cm_m3m3","archivo_origen"
2025-08-10 07:00:00,2025-08-10,"473",0,0,0,0,0.47,203.6,0.89,3.4,7.466667,1021.398,0.001,0.045,99,3.1,-0.033,2.267,0,"013CAMPBELLCLIM50535VUE-500004413",0,1.446,2.678,-7.219,-59.89,-59.89,1.483,1.481,0.358,0.482,"CR1000_Table2-11-8.dat"
2025-08-10 08:00:00,2025-08-10,"474",3.833,0.017,0,0,0.263,257.5,0.737,2.833,7.366667,1021.698,0.002,0.546,97.7,2.2,-0.033,2.3,0.0138,"013CAMPBELLCLIM50535VUE-500004413",0,0.412,1.886,-7.804,-64.08,-64.08,1.501,1.505,0.358,0.482,"CR1000_Table2-11-8.dat"
2025-08-10 09:00:00,2025-08-10,"475",86.5,0.017,0,0,0.547,278.4,1.233,4.233,8.083333,1022.131,0.04,1.211,100,5.8,-0.017,2.233,0.3114,"013CAMPBELLCLIM50535VUE-500004413",0,3.019,3.693,-8.25,39.76,39.76,2.08,2.078,0.358,0.482,"CR1000_Table2-11-8.dat"
2025-08-10 10:00:00,2025-08-10,"476",215.8,0,0,0,0.992,298.8,2.255,7.183,10.11667,1022.664,0.093,1.756,100,9.3,0.1,2.333,0.777,"013CAMPBELLCLIM50535VUE-500004413",0,6.822,6.683,-8.61,217.4,217.4,5.201,5.198,0.358,0.483,"CR1000_Table2-11-8.dat"
2025-08-10 11:00:00,2025-08-10,"477",351.7,0,0,0,1.203,291.4,2.558,9.55,10.78333,1022.764,0.164,2.138,84.7,12.6,0.017,2.35,1.266,"013CAMPBELLCLIM50535VUE-500004413",0,12.47,9.9,-8.67,367.2,367.2,8.92,8.92,0.358,0.483,"CR1000_Table2-11-8.dat"
2025-08-10 12:00:00,2025-08-10,"478",449.2,0,0,0,0.895,172.4,2.118,12.45,11.31667,1022.181,0.235,2.31,74.9,16.2,0.167,2.2,1.617,"013CAMPBELLCLIM50535VUE-500004413",0,18.81,14.09,-8.11,425.6,425.6,13.07,13.07,0.357,0.483,"CR1000_Table2-11-8.dat"
2025-08-10 13:00:00,2025-08-10,"479",501.3,0,0,0,0.692,219.8,1.713,15.58,11.48333,1021.548,0.284,2.263,58.6,19.8,0.217,2.35,1.8048,"013CAMPBELLCLIM50535VUE-500004413",0,22.71,18.69,-6.789,448.3,448.3,17.13,17.13,0.357,0.483,"CR1000_Table2-11-8.dat"
2025-08-10 14:00:00,2025-08-10,"480",502,0,0,0,0.815,161,1.997,18.17,10.95,1020.964,0.296,2.002,47.5,22.2,0.233,2.167,1.8072,"013CAMPBELLCLIM50535VUE-500004413",0,25.34,21.86,-4.739,449.5,449.5,20.56,20.56,0.357,0.483,"CR1000_Table2-11-8.dat"
2025-08-10 15:00:00,2025-08-10,"481",477.7,0,0,0,1.032,167,2.897,19.8,9.333334,1020.498,0.289,1.552,37.4,22.9,0.217,2.233,1.7196,"013CAMPBELLCLIM50535VUE-500004413",0,26.82,23.48,-2.228,374.1,374.1,23.08,23.08,0.358,0.483,"CR1000_Table2-11-8.dat"
2025-08-10 16:00:00,2025-08-10,"482",305.7,0,0,0,0.848,167.2,2.083,19.98,8.816667,1020.248,0.17,0.941,38.4,22.3,0.2,2.167,1.1004,"013CAMPBELLCLIM50535VUE-500004413",0,22.77,22.76,0.363,155.5,155.5,23.76,23.76,0.358,0.483,"CR1000_Table2-11-8.dat"
2025-08-10 17:00:00,2025-08-10,"483",100.3,0,0,0,0.445,260.3,1.205,18.82,9.033333,1020.414,0.013,0.278,46.2,19.2,0.15,2.3,0.3612,"013CAMPBELLCLIM50535VUE-500004413",0,18.23,19.51,2.562,20.12,20.12,22.07,22.07,0.359,0.482,"CR1000_Table2-11-8.dat"
2025-08-10 18:00:00,2025-08-10,"484",30.17,0,0,0,0.23,65.8,0.605,16.82,10.66667,1020.664,-0.017,0,64.4,16.3,0.167,2.25,0.1086,"013CAMPBELLCLIM50535VUE-500004413",0,14.77,16.86,3.89,-26.8,-26.8,19.37,19.37,0.359,0.482,"CR1000_Table2-11-8.dat"
2025-08-10 19:00:00,2025-08-10,"485",0.5,0,0,0,0.267,143.2,0.622,14.63,11.15,1021.131,-0.026,0,69.7,14.1,0.133,2.333,0.0018,"013CAMPBELLCLIM50535VUE-500004413",0,12.14,13.79,4.273,-41.58,-41.58,16.48,16.48,0.359,0.482,"CR1000_Table2-11-8.dat"
2025-08-10 20:00:00,2025-08-10,"486",0,0,0,0,0.222,126.8,0.498,12.92,11.21667,1020.931,-0.026,0,79,12.3,0.1,2.25,0,"013CAMPBELLCLIM50535VUE-500004413",0,10.64,11.94,3.952,-41.5,-41.5,14.1,14.1,0.36,0.482,"CR1000_Table2-11-8.dat"
2025-08-10 21:00:00,2025-08-10,"487",0,0,0,0,0.34,174.3,0.827,12.17,11.26667,1021.331,-0.024,0,74.6,12,0.1,2.3,0,"013CAMPBELLCLIM50535VUE-500004413",0,10.39,11.18,3.224,-41.02,-41.02,12.5,12.5,0.36,0.482,"CR1000_Table2-11-8.dat"
2025-08-10 22:00:00,2025-08-10,"488",0,0,0,0,0.315,322.8,0.643,10.73,10.55,1021.448,-0.024,0,85.3,9.1,0.1,2.25,0,"013CAMPBELLCLIM50535VUE-500004413",0,6.299,9.54,2.373,-76.68,-76.68,10.88,10.87,0.359,0.482,"CR1000_Table2-11-8.dat"
2025-08-10 23:00:00,2025-08-10,"489",0,0,0,0,0.422,262.7,1.033,9.58,10.03333,1021.514,-0.022,0,87.6,8.5,0.033,2.267,0,"013CAMPBELLCLIM50535VUE-500004413",0,5.613,8.36,1.474,-73.62,-73.62,8.75,8.75,0.359,0.482,"CR1000_Table2-11-8.dat"
2025-08-11,2025-08-11,"490",0,0,0,0,0.45,152.7,0.983,8.5,9.733334,1021.514,-0.021,0,93.6,7.2,0.033,2.233,0,"013CAMPBELLCLIM50535VUE-500004413",0,4.597,7.499,0.401,-74.51,-74.51,7.514,7.513,0.359,0.482,"CR1000_Table2-11-8.dat"
2025-08-11 01:00:00,2025-08-11,"491",0,0,0,0,0.217,87.4,0.488,6.033,8.883333,1021.064,-0.024,0,95.1,5.1,0.05,2.3,0,"013CAMPBELLCLIM50535VUE-500004413",0,2.934,4.774,-0.718,-68.24,-68.24,5.849,5.851,0.359,0.482,"CR1000_Table2-11-8.dat"
2025-08-11 02:00:00,2025-08-11,"492",0,0,0,0,0.237,241.8,0.492,5.267,8.55,1020.598,-0.023,0,96.3,4.5,0.033,2.2,0,"013CAMPBELLCLIM50535VUE-500004413",0,2.485,4.119,-1.82,-64.96,-64.96,4.66,4.657,0.358,0.482,"CR1000_Table2-11-8.dat"
2025-08-11 03:00:00,2025-08-11,"493",0,0,0,0,0.495,197.5,1.118,5.917,8.7,1020.131,-0.02,0,96.9,5.4,-0.05,2.4,0,"013CAMPBELLCLIM50535VUE-500004413",0,3.048,4.805,-2.891,-70.32,-70.32,4.118,4.118,0.358,0.482,"CR1000_Table2-11-8.dat"
2025-08-11 04:00:00,2025-08-11,"494",0,0,0,0,0.252,79.1,0.567,4.8,8.5,1019.448,-0.023,0,97.1,3.9,0.05,2.233,0,"013CAMPBELLCLIM50535VUE-500004413",0,1.747,3.841,-3.864,-68.55,-68.55,3.751,3.749,0.358,0.482,"CR1000_Table2-11-8.dat"
2025-08-11 05:00:00,2025-08-11,"495",0,0.017,0,0,0.358,124.4,0.817,4.783,8.283333,1018.748,-0.021,0,99.2,4.3,-0.117,2.267,0,"013CAMPBELLCLIM50535VUE-500004413",0,1.982,3.929,-4.71,-69.79,-69.79,3.282,3.284,0.358,0.482,"CR1000_Table2-11-8.dat"
2025-08-11 06:00:00,2025-08-11,"496",0,0.017,0,0,0.487,290.7,1.097,4.867,8.25,1018.214,-0.02,0,95.4,4.6,-0.017,2.367,0,"013CAMPBELLCLIM50535VUE-500004413",0,2.283,3.964,-5.471,-68.19,-68.19,3.082,3.078,0.357,0.482,"CR1000_Table2-11-8.dat"
2025-08-11 07:00:00,2025-08-11,"497",0,0.017,0,0,0.685,17.2,1.342,5.117,8.433333,1018.031,0.002,0.049,96.2,4,-0.033,2.333,0,"013CAMPBELLCLIM50535VUE-500004413",0,2.13,4.265,-6.133,-71.37,-71.37,3.353,3.359,0.357,0.482,"CR1000_Table2-11-8.dat"
2025-08-11 08:00:00,2025-08-11,"498",6.333,0.017,0,0,0.357,133.7,1.022,4.267,8.033334,1017.948,0.004,0.558,96.5,3.8,-0.1,2.317,0.0228,"013CAMPBELLCLIM50535VUE-500004413",0,1.908,3.546,-6.668,-58.45,-58.45,2.938,2.938,0.357,0.482,"CR1000_Table2-11-8.dat"
2025-08-11 09:00:00,2025-08-11,"499",88.2,0.017,0,0,0.352,310,0.877,6.317,9.283333,1018.148,0.045,1.219,97,8,0,2.267,0.3174,"013CAMPBELLCLIM50535VUE-500004413",0,4.875,5.099,-7.126,44.24,44.24,3.915,3.914,0.356,0.482,"CR1000_Table2-11-8.dat"
2025-08-11 10:00:00,2025-08-11,"500",211.5,0,0,0,0.75,274.4,1.933,10.42,10.8,1018.531,0.11,1.768,80.2,12.8,0.017,2.183,0.7614,"013CAMPBELLCLIM50535VUE-500004413",0,10.1,9.6,-7.466,215,215,7.329,7.327,0.356,0.482,"CR1000_Table2-11-8.dat"
2025-08-11 11:00:00,2025-08-11,"501",311.8,0,0,0,1.032,301.4,2.522,13.03,11.1,1018.648,0.175,2.153,68.7,16.3,0.15,2.267,1.1226,"013CAMPBELLCLIM50535VUE-500004413",0,15.98,13.57,-7.46,299,299,11.5,11.5,0.356,0.482,"CR1000_Table2-11-8.dat"
2025-08-11 12:00:00,2025-08-11,"502",448.2,0,0,0,0.822,58.8,1.8,16.95,11.1,1018.581,0.271,2.331,49.8,21,0.2,2.267,1.6134,"013CAMPBELLCLIM50535VUE-500004413",0,23.65,19.2,-6.859,433.9,433.9,16.58,16.58,0.356,0.482,"CR1000_Table2-11-8.dat"
2025-08-11 13:00:00,2025-08-11,"503",495.8,0,0,0,0.77,328.6,1.74,20.47,10.21667,1017.848,0.32,2.293,38.2,24.4,0.25,2.2,1.785,"013CAMPBELLCLIM50535VUE-500004413",0,27.32,23.88,-5.456,454.1,454.1,21.27,21.27,0.356,0.482,"CR1000_Table2-11-8.dat"
2025-08-11 14:00:00,2025-08-11,"504",491.7,0,0,0,0.702,276.8,1.793,22.58,10.03333,1017.214,0.318,2.026,35.4,26.3,0.283,2.3,1.77,"013CAMPBELLCLIM50535VUE-500004413",0,29.19,26.06,-3.221,397.9,397.9,24.6,24.6,0.356,0.482,"CR1000_Table2-11-8.dat"
2025-08-11 15:00:00,2025-08-11,"505",376.7,0,0,0,0.63,297.2,1.617,24.1,9.583334,1016.648,0.241,1.564,31.4,27,0.333,2.117,1.356,"013CAMPBELLCLIM50535VUE-500004413",0,28.95,27.62,-0.491,291.4,291.4,26.84,26.83,0.356,0.482,"CR1000_Table2-11-8.dat"
2025-08-11 16:00:00,2025-08-11,"506",291.8,0,0,0,0.622,325.7,1.393,24.32,9.266666,1016.564,0.164,0.951,31.6,26.8,0.283,2.267,1.0506,"013CAMPBELLCLIM50535VUE-500004413",0,27.01,27.08,2.243,161.9,161.9,27.29,27.29,0.357,0.482,"CR1000_Table2-11-8.dat"
2025-08-11 17:00:00,2025-08-11,"507",117.3,0,0,0,0.502,316.7,1.195,23.48,9.95,1016.614,0.031,0.285,36.8,23.5,0.267,2.217,0.4224,"013CAMPBELLCLIM50535VUE-500004413",0,21.92,24.74,4.459,13.36,13.36,26.13,26.13,0.357,0.482,"CR1000_Table2-11-8.dat"
2025-08-30,2025-08-30,"0",12.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CR5000_2_Table2.dat"
2025-08-31,2025-08-31,"1",12.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CR5000_2_Table2.dat"
2025-09-01,2025-09-01,"2",12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CR5000_2_Table2.dat"
2025-09-02,2025-09-02,"3",12.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CR5000_2_Table2.dat"
2025-09-02 10:00:00,2025-09-02,"94",58.67,0,0,0,0.605,283.8,1.627,9.47,11.78333,1019.481,0.032,2.196,98.4,10.1,0.017,2.267,0.2112,"013CAMPBELLCLIM50535VUE-500004413",0,10.61,9.66,-4.727,43.49,43.49,9.19,9.19,0.376,0.486,"CR5000_Table2-9-9.dat"
2025-09-02 11:00:00,2025-09-02,"95",82.2,0,0,0,0.587,275.2,1.583,9.95,11.78333,1019.664,0.047,2.582,95.8,11,0.083,2.233,0.2958,"013CAMPBELLCLIM50535VUE-500004413",0,11.48,10.61,-4.436,85,85,10.04,10.04,0.378,0.486,"CR5000_Table2-9-9.dat"
2025-09-02 12:00:00,2025-09-02,"96",76.5,0,0,0,0.728,142.1,1.828,10.55,11.86667,1019.748,0.045,2.745,91.8,11.4,0.1,2.3,0.2754,"013CAMPBELLCLIM50535VUE-500004413",0,11.87,11.2,-4.015,66.59,66.59,10.97,10.97,0.385,0.486,"CR5000_Table2-9-9.dat"
2025-09-02 13:00:00,2025-09-02,"97",167.2,0,0,0,0.892,178.7,2.182,11.25,12,1019.398,0.098,2.671,88.1,13,0.183,2.3,0.6018,"013CAMPBELLCLIM50535VUE-500004413",0,14.44,12.34,-3.497,173.3,173.3,12.12,12.12,0.394,0.487,"CR5000_Table2-9-9.dat"
2025-09-02 14:00:00,2025-09-02,"98",194.8,0,0,0,0.798,151.9,1.96,12.23,12.05,1019.081,0.116,2.37,81.8,14.5,0.133,2.367,0.7014,"013CAMPBELLCLIM50535VUE-500004413",0,16.18,13.71,-2.863,192.4,192.4,13.62,13.62,0.391,0.488,"CR5000_Table2-9-9.dat"
2025-09-02 15:00:00,2025-09-02,"99",181.2,0,0,0,0.838,181.8,1.98,13.18,12,1018.831,0.11,1.866,77.7,14.8,0.117,2.267,0.6522,"013CAMPBELLCLIM50535VUE-500004413",0,16.48,14.94,-2.059,160.4,160.4,14.97,14.98,0.39,0.488,"CR5000_Table2-9-9.dat"
2025-09-02 16:00:00,2025-09-02,"100",176,0,0,0,1.208,156.5,3.147,13.15,11.8,1019.031,0.097,1.209,76.7,14.7,0.083,2.233,0.6336,"013CAMPBELLCLIM50535VUE-500004413",0,15.65,14.14,-1.135,153.6,153.6,15.2,15.21,0.389,0.488,"CR5000_Table2-9-9.dat"
2025-09-02 17:00:00,2025-09-02,"101",181.8,0,0,0,1.117,201.5,3.202,13.38,11.46667,1019.231,0.068,0.482,73.2,14.9,0.133,2.25,0.6546,"013CAMPBELLCLIM50535VUE-500004413",0,15.23,14.5,-0.286,106.7,106.7,15.25,15.25,0.388,0.488,"CR5000_Table2-9-9.dat"
2025-09-02 18:00:00,2025-09-02,"102",64.33,0,0,0,0.948,177.3,2.397,13.07,11.05,1019.681,0.027,0,73.2,13.3,0.067,2.367,0.2316,"013CAMPBELLCLIM50535VUE-500004413",0,12.75,13.37,0.337,-3.738,-3.738,14.73,14.74,0.387,0.488,"CR5000_Table2-9-9.dat"
2025-09-02 19:00:00,2025-09-02,"103",8.33,0,0,0,0.797,141.3,1.897,12.37,10.75,1020.114,0.01,0,76.5,12.2,0,2.233,0.03,"013CAMPBELLCLIM50535VUE-500004413",0,11.28,12.09,0.691,-33.83,-33.83,13.31,13.32,0.387,0.487,"CR5000_Table2-9-9.dat"
2025-09-02 20:00:00,2025-09-02,"104",0,0,0,0,0.783,175.9,2.195,11.93,10.96667,1020.581,0.006,0,79.4,11.8,0.083,2.3,0,"013CAMPBELLCLIM50535VUE-500004413",0,10.89,11.59,0.681,-34.57,-34.57,12.36,12.36,0.386,0.487,"CR5000_Table2-9-9.dat"
2025-09-02 21:00:00,2025-09-02,"105",0,0,0,0,0.915,161.9,2.422,11.42,11.05,1021.031,0.006,0,83.1,11.2,0.067,2.3,0,"013CAMPBELLCLIM50535VUE-500004413",0,10.39,11.15,0.399,-33.44,-33.44,11.67,11.67,0.386,0.487,"CR5000_Table2-9-9.dat"
2025-09-02 22:00:00,2025-09-02,"106",0,0,0,0,0.56,131.8,1.447,10.67,10.95,1021.264,0.002,0,84.9,10.5,0.083,2.367,0,"013CAMPBELLCLIM50535VUE-500004413",0,9.63,10.45,0.015,-33.61,-33.61,11.03,11.02,0.385,0.487,"CR5000_Table2-9-9.dat"
2025-09-02 23:00:00,2025-09-02,"107",0,0,0,0,0.46,147.8,1.233,10.47,10.76667,1021.064,0.001,0,85.5,10.4,0.1,2.25,0,"013CAMPBELLCLIM50535VUE-500004413",0,9.89,10.1,-0.393,-19.63,-19.63,10.51,10.51,0.384,0.487,"CR5000_Table2-9-9.dat"
2025-09-03,2025-09-03,"108",0,0,0,0,0.455,131.9,1.42,10.23,10.65,1020.664,0.001,0,86,10.2,0.05,2.35,0,"013CAMPBELLCLIM50535VUE-500004413",0,9.73,9.92,-0.797,-19.02,-19.02,10.31,10.32,0.384,0.487,"CR5000_Table2-9-9.dat"
2025-09-03 01:00:00,2025-09-03,"109",0,0,0,0,0.502,157.3,1.475,10.07,10.51667,1020.598,0.001,0,84.9,10.1,0.117,2.367,0,"013CAMPBELLCLIM50535VUE-500004413",0,9.72,9.76,-1.15,-14.56,-14.56,10.1,10.1,0.383,0.487,"CR5000_Table2-9-9.dat"
2025-09-03 02:00:00,2025-09-03,"110",0,0,0,0,0.487,138,1.278,9.68,10.16667,1020.498,0.001,0,84.6,9.7,0.017,2.283,0,"013CAMPBELLCLIM50535VUE-500004413",0,9.34,9.48,-1.444,-15.87,-15.87,9.91,9.91,0.383,0.487,"CR5000_Table2-9-9.dat"
2025-09-03 03:00:00,2025-09-03,"111",0,0,0,0,0.748,150.6,1.765,9.53,10.05,1019.998,0.003,0,83.9,9.6,0.05,2.283,0,"013CAMPBELLCLIM50535VUE-500004413",0,9.1,9.35,-1.69,-17.43,-17.43,9.67,9.67,0.382,0.487,"CR5000_Table2-9-9.dat"
2025-09-03 04:00:00,2025-09-03,"112",0,0,0,0,0.465,65.6,1.16,9.32,9.9,1019.614,0.001,0,86.1,9.1,0.067,2.25,0,"013CAMPBELLCLIM50535VUE-500004413",0,8.46,9.01,-1.916,-26.85,-26.85,9.4,9.4,0.382,0.487,"CR5000_Table2-9-9.dat"
2025-09-03 05:00:00,2025-09-03,"113",0,0,0,0,0.252,188.7,0.653,8.38,9.833333,1019.531,-0.002,0,92.1,7.8,0.033,2.267,0,"013CAMPBELLCLIM50535VUE-500004413",0,6.761,7.79,-2.137,-52.96,-52.96,8.67,8.67,0.382,0.487,"CR5000_Table2-9-9.dat"
2025-09-03 06:00:00,2025-09-03,"114",0,0,0,0,0.382,333.9,0.86,7.35,9.466666,1019.414,-0.001,0,90.7,7,0,2.317,0,"013CAMPBELLCLIM50535VUE-500004413",0,6.212,6.335,-2.406,-42.74,-42.74,7.332,7.337,0.381,0.487,"CR5000_Table2-9-9.dat"
2025-09-03 07:00:00,2025-09-03,"115",0,0,0,0,0.275,53.6,0.805,7.75,9.75,1019.631,0.002,0.237,92,7.8,0.033,2.367,0,"013CAMPBELLCLIM50535VUE-500004413",0,7.647,7.293,-2.815,-16.16,-16.16,7.332,7.33,0.381,0.487,"CR5000_Table2-9-9.dat"
2025-09-03 08:00:00,2025-09-03,"116",9.33,0,0,0,0.323,157.2,0.807,8.05,9.816667,1019.914,0.007,0.953,90.5,8.3,0.067,2.3,0.0336,"013CAMPBELLCLIM50535VUE-500004413",0,8.29,7.867,-3.228,-0.1,-0.1,7.704,7.707,0.38,0.487,"CR5000_Table2-9-9.dat"
2025-09-03 09:00:00,2025-09-03,"117",39.5,0,0,0,0.475,181.3,1.105,8.55,9.933333,1020.481,0.024,1.66,87.6,9.2,0.05,2.317,0.1422,"013CAMPBELLCLIM50535VUE-500004413",0,9.46,8.8,-3.465,32.86,32.86,8.36,8.36,0.38,0.487,"CR5000_Table2-9-9.dat"
2025-09-03 10:00:00,2025-09-03,"118",110.2,0,0,0,0.498,271.1,1.217,9.3,10.21667,1020.814,0.064,2.234,86.4,11,0.083,2.15,0.3966,"013CAMPBELLCLIM50535VUE-500004413",0,11.51,10.28,-3.533,115.7,115.7,9.52,9.52,0.38,0.487,"CR5000_Table2-9-9.dat"
2025-09-03 11:00:00,2025-09-03,"119",196.5,0,0,0,0.84,299.8,2.112,10.38,10.61667,1020.848,0.113,2.617,82.8,12.7,0.1,2.3,0.7074,"013CAMPBELLCLIM50535VUE-500004413",0,15.99,11.8,-3.399,190.4,190.4,11.37,11.37,0.38,0.487,"CR5000_Table2-9-9.dat"
2025-09-03 12:00:00,2025-09-03,"120",347.7,0,0,0,0.947,196.4,2.272,11.27,10.73333,1020.614,0.188,2.778,78.5,14.5,0.083,2.15,1.2516,"013CAMPBELLCLIM50535VUE-500004413",0,19.4,13.24,-2.975,305.1,305.1,13.02,13.02,0.38,0.487,"CR5000_Table2-9-9.dat"
2025-09-03 13:00:00,2025-09-03,"121",516.3,0,0,0,0.937,154.1,2.225,13.2,11,1020.181,0.281,2.701,67.9,17,0.133,2.283,1.8588,"013CAMPBELLCLIM50535VUE-500004413",0,27.24,16.88,-2.236,497.4,497.4,15.72,15.72,0.379,0.486,"CR5000_Table2-9-9.dat"
2025-09-03 14:00:00,2025-09-03,"122",544.7,0,0,0,0.978,326.5,2.363,15.22,10.96667,1019.581,0.307,2.398,61.9,19.1,0.167,2.233,1.9608,"013CAMPBELLCLIM50535VUE-500004413",0,30.98,19.01,-1.087,539.9,539.9,18.37,18.37,0.379,0.486,"CR5000_Table2-9-9.dat"
2025-09-03 15:00:00,2025-09-03,"123",505.7,0,0,0,1.05,325.4,2.332,16.45,10.78333,1019.031,0.283,1.892,55.3,19.9,0.15,2.217,1.8204,"013CAMPBELLCLIM50535VUE-500004413",0,31.35,20.06,0.598,437,437,20.4,20.4,0.379,0.486,"CR5000_Table2-9-9.dat"
2025-09-03 16:00:00,2025-09-03,"124",381.2,0,0,0,0.935,348,2.188,17.33,10.83333,1018.948,0.207,1.227,54,20.5,0.133,2.2,1.3722,"013CAMPBELLCLIM50535VUE-500004413",0,28.85,20.4,2.595,280.1,280.1,21.42,21.42,0.379,0.486,"CR5000_Table2-9-9.dat"
2025-09-03 17:00:00,2025-09-03,"125",254.5,0,0,0,0.92,170.1,2.453,17.88,10.25,1019.231,0.13,0.494,48.2,20,0.117,2.167,0.9162,"013CAMPBELLCLIM50535VUE-500004413",0,24.05,20.11,4.446,118.7,118.7,21.48,21.48,0.379,0.486,"CR5000_Table2-9-9.dat"
2025-09-03 18:00:00,2025-09-03,"126",101.5,0,0,0,0.733,161.6,1.725,17.25,9.683333,1019.714,0.024,0,51.6,17.6,0.15,2.2,0.3654,"013CAMPBELLCLIM50535VUE-500004413",0,16.38,18.09,5.709,-41.97,-41.97,20.24,20.24,0.379,0.486,"CR5000_Table2-9-9.dat"
2025-09-03 19:00:00,2025-09-03,"127",5.333,0,0,0,0.495,143,1.265,14.38,9.45,1020.031,-0.015,0,66.6,13,0.05,2.283,0.0192,"013CAMPBELLCLIM50535VUE-500004413",0,9.35,13.59,6.037,-95.4,-95.4,16.65,16.65,0.379,0.486,"CR5000_Table2-9-9.dat"
2025-09-03 20:00:00,2025-09-03,"128",0,0,0,0,0.193,152.5,0.435,10.07,9.65,1020.048,-0.025,0,84.4,8.8,0.1,2.267,0,"013CAMPBELLCLIM50535VUE-500004413",0,5.624,8.63,5.468,-90.1,-90.1,12.38,12.38,0.379,0.486,"CR5000_Table2-9-9.dat"
2025-09-03 21:00:00,2025-09-03,"129",0,0,0,0,0.215,110.6,0.405,8.03,9.383333,1019.898,-0.023,0,88.2,7.1,0.017,2.35,0,"013CAMPBELLCLIM50535VUE-500004413",0,4.444,6.278,4.291,-85.4,-85.4,9.1,9.09,0.379,0.486,"CR5000_Table2-9-9.dat"
2025-09-03 22:00:00,2025-09-03,"130",0,0,0,0,0.233,180.6,0.508,7.083,9.1,1019.648,-0.023,0,91.6,6.2,0.017,2.2,0,"013CAMPBELLCLIM50535VUE-500004413",0,3.724,5.585,2.823,-82.2,-82.2,7.057,7.056,0.378,0.486,"CR5000_Table2-9-9.dat"
2025-09-03 23:00:00,2025-09-03,"131",0,0,0,0,0.232,201,0.57,6.15,8.716667,1019.331,-0.022,0,93.6,5.2,-0.05,2.283,0,"013CAMPBELLCLIM50535VUE-500004413",0,2.846,4.745,1.345,-82,-82,5.65,5.648,0.378,0.486,"CR5000_Table2-9-9.dat"
2025-09-04,2025-09-04,"132",0,0,0,0,0.147,201.8,0.285,5.083,8.333333,1018.998,-0.023,0,95.4,4.2,0.05,2.317,0,"013CAMPBELLCLIM50535VUE-500004413",0,2.082,3.632,-0.037,-80.2,-80.2,4.432,4.429,0.377,0.486,"CR5000_Table2-9-9.dat"
2025-09-04 01:00:00,2025-09-04,"133",0,0,0,0,0.197,275.1,0.543,4.467,8.05,1018.631,-0.022,0,92.1,3.6,-0.067,2.35,0,"013CAMPBELLCLIM50535VUE-500004413",0,1.681,3.079,-1.302,-76.99,-76.99,3.451,3.454,0.377,0.486,"CR5000_Table2-9-9.dat"
2025-09-04 02:00:00,2025-09-04,"134",0,0,0,0,0.23,181.5,0.522,4.533,8.116667,1018.031,-0.021,0,98.4,3.6,0,2.25,0,"013CAMPBELLCLIM50535VUE-500004413",0,1.336,3.419,-2.451,-77.47,-77.47,3.006,3.004,0.376,0.486,"CR5000_Table2-9-9.dat"
2025-09-04 03:00:00,2025-09-04,"135",0,0,0,0,0.215,118.2,0.41,3.667,7.733333,1017.281,-0.021,0,97,3,0,2.267,0,"013CAMPBELLCLIM50535VUE-500004413",0,0.849,2.63,-3.475,-78.54,-78.54,2.412,2.41,0.376,0.485,"CR5000_Table2-9-9.dat"
2025-09-04 04:00:00,2025-09-04,"136",0,0,0,0,0.208,66.7,0.405,3.4,7.55,1016.831,-0.021,0,97.7,2.8,-0.083,2.333,0,"013CAMPBELLCLIM50535VUE-500004413",0,0.495,2.27,-4.381,-77.6,-77.6,1.963,1.966,0.375,0.485,"CR5000_Table2-9-9.dat"
2025-09-04 05:00:00,2025-09-04,"137",0,0.034,0,0,0.202,183.1,0.392,3.067,7.4,1016.698,-0.021,0,97.1,2.4,-0.017,2.367,0,"013CAMPBELLCLIM50535VUE-500004413",0,0.228,2.034,-5.204,-76.81,-76.81,1.598,1.599,0.375,0.485,"CR5000_Table2-9-9.dat"
2025-09-04 06:00:00,2025-09-04,"138",0,0,0,0,0.195,249.6,0.477,2.583,7.15,1016.648,-0.021,0,97.6,1.7,-0.083,2.383,0,"013CAMPBELLCLIM50535VUE-500004413",0,-0.466,1.357,-5.952,-76.67,-76.67,1.079,1.083,0.374,0.485,"CR5000_Table2-9-9.dat"
