"fecha_hora","fecha","RECORD","Radiacion_global_Wm2","Precipitacion_mm","Rayos_conteo","Dist_km_Avg","Velocidad_viento_ms","Direccion_viento_grados","Rachas_ms","Temperatura_aire_C","VP_mbar_Avg","Presion_atmosferica_mbar","ETos","Rso","Humedad_relativa_porc","RHT_C","TiltNS_deg_Avg","TiltWE_deg_Avg","Radiacion_global_MJm2","CVMeta","Invalid_Wind","TT_C_Avg","Temperatura_superficie_C","Flujo_energia_suelo_Wm2","Radiacion_neta_Wm2","CNR_Wm2_Avg","Temperatura_termocupla1_C","Temperatura_termocupla2_C","Humedad_suelo_5cm_m3m3","Humedad_suelo_40cm_m3m3","archivo_origen"
2025-07-21 14:00:00,2025-07-21,"0",387,0,0,0,0.987,172.2,2.375,19.2,10.6,1017.748,0.15,1.763,46.1,21.9,0.325,2.1,0.9288,NA,0,24.54,21.84,-1.904,275.7,275.7,22.06,22.06,0.333,0.476,"CR1000_Table2-23-7.dat"
2025-07-21 15:00:00,2025-07-21,"1",369,0,0,0,0.765,157,2.228,20.38,10.2,1017.331,0.211,1.294,39.8,23.6,0.2,2.217,1.3284,NA,0,25.57,23.82,-0.448,242.1,242.1,23.22,23.22,0.334,0.476,"CR1000_Table2-23-7.dat"
2025-07-21 16:00:00,2025-07-21,"2",256.5,0,0,0,0.603,165.4,1.403,21.18,9.6,1017.364,0.131,0.72,39.7,23.4,0.167,2.167,0.9234,NA,0,24.05,24.16,1.345,117.2,117.2,24.2,24.2,0.335,0.476,"CR1000_Table2-23-7.dat"
2025-07-21 17:00:00,2025-07-21,"3",136.2,0,0,0,0.538,332.9,1.462,20.72,9.716667,1017.381,0.044,0.14,41.2,21.4,0.183,2.2,0.4902,NA,0,20.39,22.19,2.989,23.6,23.6,23.45,23.45,0.335,0.477,"CR1000_Table2-23-7.dat"
2025-07-21 18:00:00,2025-07-21,"4",36,0,0,0,0.325,27.4,0.873,18.07,9.566667,1017.848,-0.012,0,57.9,16.7,0.2,2.217,0.1296,NA,0,13.83,18.02,4.129,-58.97,-58.97,20.58,20.59,0.335,0.476,"CR1000_Table2-23-7.dat"
2025-07-21 19:00:00,2025-07-21,"5",0.167,0,0,0,0.18,160.4,0.407,12.35,10,1018.048,-0.027,0,77.9,10.9,0.217,2.217,6e-04,NA,0,7.807,10.91,4.53,-69.6,-69.6,15.56,15.56,0.334,0.476,"CR1000_Table2-23-7.dat"
2025-07-21 20:00:00,2025-07-21,"6",0,0,0,0,0.268,113.4,0.718,10.27,9.85,1018.364,-0.024,0,78.7,9.6,0.083,2.317,0,NA,0,7.451,8.6,4.079,-56.11,-56.11,11.65,11.65,0.335,0.476,"CR1000_Table2-23-7.dat"
2025-07-21 21:00:00,2025-07-21,"7",0,0,0,0,0.23,134.5,0.513,9.98,10.16667,1019.014,-0.025,0,83.5,9.6,0,2.25,0,NA,0,8.11,8.63,3.069,-38.33,-38.33,9.89,9.89,0.335,0.476,"CR1000_Table2-23-7.dat"
2025-07-21 22:00:00,2025-07-21,"8",0,0,0,0,0.277,120.9,0.642,10.65,10.63333,1019.414,-0.025,0,84.1,10.2,0,2.35,0,NA,0,8.84,9.41,1.974,-37.58,-37.58,9.44,9.44,0.334,0.476,"CR1000_Table2-23-7.dat"
2025-07-21 23:00:00,2025-07-21,"9",0,0,0,0,0.26,307.2,0.537,10.2,10.81667,1019.248,-0.025,0,88.7,9.5,0.05,2.217,0,NA,0,8.04,9.2,1.044,-37.49,-37.49,9.21,9.21,0.334,0.476,"CR1000_Table2-23-7.dat"
2025-07-22,2025-07-22,"10",0,0,0,0,0.598,251.2,1.29,11.1,10.5,1019.031,-0.019,0,79.3,10.6,0.083,2.283,0,"013CAMPBELLCLIM50535VUE-500004413",0,9.08,10.25,0.294,-44.6,-44.6,9.08,9.08,0.334,0.476,"CR1000_Table2-23-7.dat"
2025-07-22 01:00:00,2025-07-22,"11",0,0,0,0,0.353,141.5,0.832,10.25,10.26667,1018.714,-0.023,0,87.9,9.3,0,2.217,0,"013CAMPBELLCLIM50535VUE-500004413",0,7.473,9.68,-0.343,-45.81,-45.81,9.14,9.14,0.334,0.476,"CR1000_Table2-23-7.dat"
2025-07-22 02:00:00,2025-07-22,"12",0,0,0,0,0.223,326.7,0.488,8.3,9.816667,1017.964,-0.025,0,91.8,7.3,-0.033,2.217,0,"013CAMPBELLCLIM50535VUE-500004413",0,5.351,7.112,-0.874,-51.51,-51.51,7.884,7.888,0.334,0.476,"CR1000_Table2-23-7.dat"
2025-07-22 03:00:00,2025-07-22,"13",0,0,0,0,0.342,88.7,0.635,7.867,9.666666,1017.181,-0.023,0,93.5,7.4,0.033,2.283,0,"013CAMPBELLCLIM50535VUE-500004413",0,5.625,6.571,-1.424,-45.02,-45.02,6.8,6.798,0.334,0.476,"CR1000_Table2-23-7.dat"
2025-07-22 04:00:00,2025-07-22,"14",0,0,0,0,0.208,197.5,0.467,7.133,9.616667,1016.864,-0.024,0,95.8,6.5,0.067,2.25,0,"013CAMPBELLCLIM50535VUE-500004413",0,4.984,6.126,-2.054,-40.42,-40.42,6.367,6.371,0.333,0.476,"CR1000_Table2-23-7.dat"
2025-07-22 05:00:00,2025-07-22,"15",0,0,0,0,0.423,281.9,0.81,7.667,9.716667,1016.414,-0.022,0,94.3,7.2,0.033,2.267,0,"013CAMPBELLCLIM50535VUE-500004413",0,5.771,6.482,-2.628,-48.36,-48.36,6.103,6.102,0.333,0.476,"CR1000_Table2-23-7.dat"
2025-07-22 06:00:00,2025-07-22,"16",0,0,0,0,0.263,210.6,0.527,6.767,9.433333,1016.164,-0.024,0,97.9,5.9,0.017,2.283,0,"013CAMPBELLCLIM50535VUE-500004413",0,3.991,5.738,-3.138,-48.71,-48.71,5.788,5.786,0.333,0.476,"CR1000_Table2-23-7.dat"
2025-07-22 07:00:00,2025-07-22,"17",0,0,0,0,0.205,128.3,0.352,5.5,8.8,1015.981,-0.024,0,98.2,4.8,0,2.267,0,"013CAMPBELLCLIM50535VUE-500004413",0,2.985,4.463,-3.603,-54.12,-54.12,4.879,4.885,0.333,0.476,"CR1000_Table2-23-7.dat"
2025-07-22 08:00:00,2025-07-22,"18",2.333,0,0,0,0.215,259.3,0.405,4.717,8.366667,1015.964,0.002,0.345,96.8,4.2,-0.05,2.267,0.008400001,"013CAMPBELLCLIM50535VUE-500004413",0,2.396,3.657,-4.101,-50.64,-50.64,3.912,3.91,0.333,0.476,"CR1000_Table2-23-7.dat"
2025-07-22 09:00:00,2025-07-22,"19",40.67,0,0,0,0.613,193.2,1.502,7.1,9.4,1016.164,0.023,0.957,96.8,7,0,2.25,0.1464,"013CAMPBELLCLIM50535VUE-500004413",0,6.004,6.178,-4.651,-11.8,-11.8,4.433,4.431,0.332,0.477,"CR1000_Table2-23-7.dat"
2025-07-22 10:00:00,2025-07-22,"20",137.2,0,0,0,0.783,288.8,1.868,9.2,10.53333,1016.431,0.071,1.484,85.6,10.9,0.033,2.333,0.4938,"013CAMPBELLCLIM50535VUE-500004413",0,9.37,8.99,-5.138,102.8,102.8,6.366,6.366,0.333,0.477,"CR1000_Table2-23-7.dat"
2025-07-22 11:00:00,2025-07-22,"21",242.5,0,0,0,0.817,158.9,1.79,12.13,11.15,1016.898,0.133,1.853,74.8,15.2,0.167,2.25,0.873,"013CAMPBELLCLIM50535VUE-500004413",0,15.66,13.02,-5.286,237.9,237.9,10.04,10.04,0.332,0.477,"CR1000_Table2-23-7.dat"
2025-07-22 12:00:00,2025-07-22,"22",356.8,0,0,0,0.718,297.3,1.745,15.7,11.35,1016.814,0.209,2.026,61.5,19.2,0.183,2.267,1.2846,"013CAMPBELLCLIM50535VUE-500004413",0,21.49,18.35,-4.964,333,333,15.52,15.53,0.332,0.477,"CR1000_Table2-23-7.dat"
2025-07-22 13:00:00,2025-07-22,"23",403.5,0,0,0,0.8,310.5,2.065,17.82,11.48333,1016.031,0.245,1.985,53.4,21.6,0.183,2.2,1.4526,"013CAMPBELLCLIM50535VUE-500004413",0,24.41,20.52,-3.951,373.4,373.4,18.85,18.84,0.332,0.477,"CR1000_Table2-23-7.dat"
2025-07-22 14:00:00,2025-07-22,"24",384.5,0,0,0,0.825,300.1,1.978,19.75,11.35,1015.064,0.239,1.734,46.7,23,0.133,2.217,1.3842,"013CAMPBELLCLIM50535VUE-500004413",0,25.25,22.56,-2.318,354.2,354.2,21.56,21.56,0.332,0.477,"CR1000_Table2-23-7.dat"
2025-07-22 15:00:00,2025-07-22,"25",377.7,0,0,0,0.665,123.7,1.605,21.73,10.78333,1014.681,0.22,1.3,37.9,25.2,0.25,2.05,1.3596,"013CAMPBELLCLIM50535VUE-500004413",0,27.33,25.22,-0.368,251.5,251.5,23.9,23.9,0.333,0.477,"CR1000_Table2-23-7.dat"
2025-07-22 16:00:00,2025-07-22,"26",269.5,0,0,0,0.628,63.3,1.427,22.77,10.81667,1014.431,0.146,0.725,40.6,25.2,0.333,2.15,0.9702,"013CAMPBELLCLIM50535VUE-500004413",0,26.14,26.04,1.644,118.9,118.9,25.43,25.43,0.333,0.477,"CR1000_Table2-23-7.dat"
2025-07-22 17:00:00,2025-07-22,"27",143.3,0,0,0,0.475,198.7,1.168,22.57,10.61667,1014.231,0.048,0.144,37.9,23.5,0.233,2.2,0.516,"013CAMPBELLCLIM50535VUE-500004413",0,21.73,25.12,3.47,-0.731,-0.731,25.05,25.05,0.333,0.477,"CR1000_Table2-23-7.dat"
2025-07-22 18:00:00,2025-07-22,"28",30.17,0,0,0,0.418,93.3,1.093,18.52,11,1014.564,-0.01,0,64.8,16.9,0.267,2.233,0.1086,"013CAMPBELLCLIM50535VUE-500004413",0,13.17,18.81,4.736,-69.44,-69.44,21.91,21.91,0.334,0.477,"CR1000_Table2-23-7.dat"
2025-07-22 19:00:00,2025-07-22,"29",0.167,0,0,0,0.395,160.6,1.103,14.53,10.68333,1015.248,-0.022,0,65.6,13.5,0.167,2.317,6e-04,"013CAMPBELLCLIM50535VUE-500004413",0,10.16,12.88,5.085,-89.1,-89.1,16.63,16.63,0.334,0.477,"CR1000_Table2-23-7.dat"
2025-07-22 20:00:00,2025-07-22,"30",0,0,0,0,0.235,149.3,0.528,11.42,10.45,1015.614,-0.026,0,83.7,10,0,2.25,0,"013CAMPBELLCLIM50535VUE-500004413",0,6.958,10.06,4.506,-68.7,-68.7,12.97,12.97,0.333,0.477,"CR1000_Table2-23-7.dat"
2025-07-22 21:00:00,2025-07-22,"31",0,0,0,0,0.442,147.9,0.982,10.92,10.15,1015.548,-0.021,0,80.9,10.6,-0.017,2.2,0,"013CAMPBELLCLIM50535VUE-500004413",0,7.019,9.05,3.446,-70.06,-70.06,10.19,10.19,0.333,0.477,"CR1000_Table2-23-7.dat"
2025-07-22 22:00:00,2025-07-22,"32",0,0,0,0,0.287,124.7,0.705,9.45,9.966666,1015.664,-0.024,0,87.5,8.3,0.05,2.333,0,"013CAMPBELLCLIM50535VUE-500004413",0,5.551,8.05,2.213,-68.36,-68.36,8.75,8.75,0.333,0.477,"CR1000_Table2-23-7.dat"
2025-07-22 23:00:00,2025-07-22,"33",0,0,0,0,0.248,198.8,0.533,7.933,9.716667,1015.464,-0.024,0,93.1,7.1,0.033,2.217,0,"013CAMPBELLCLIM50535VUE-500004413",0,4.82,6.512,1.015,-56.76,-56.76,7.301,7.303,0.333,0.477,"CR1000_Table2-23-7.dat"
2025-07-23,2025-07-23,"34",0,0,0,0,0.232,215.5,0.497,7.167,9.45,1015.331,-0.024,0,90.4,6.4,0.05,2.183,0,"013CAMPBELLCLIM50535VUE-500004413",0,4.983,5.797,-0.088,-50.45,-50.45,6.312,6.316,0.333,0.477,"CR1000_Table2-23-7.dat"
2025-07-23 01:00:00,2025-07-23,"35",0,0,0,0,0.363,335.5,0.828,8.68,9.933333,1015.598,-0.023,0,92.7,7.6,0.1,2.283,0,"013CAMPBELLCLIM50535VUE-500004413",0,5.939,7.196,-1.091,-47.53,-47.53,6.423,6.427,0.332,0.477,"CR1000_Table2-23-7.dat"
2025-07-23 02:00:00,2025-07-23,"36",0,0,0,0,0.21,151.3,0.482,7,9.5,1015.464,-0.024,0,95.8,6.4,0.017,2.217,0,"013CAMPBELLCLIM50535VUE-500004413",0,4.793,5.879,-1.915,-45.4,-45.4,5.997,5.994,0.332,0.477,"CR1000_Table2-23-7.dat"
2025-07-23 03:00:00,2025-07-23,"37",0,0,0,0,0.348,221.6,0.773,7.117,9.5,1015.248,-0.023,0,91.2,6.8,0,2.333,0,"013CAMPBELLCLIM50535VUE-500004413",0,5.39,5.966,-2.583,-44.94,-44.94,5.723,5.723,0.332,0.477,"CR1000_Table2-23-7.dat"
2025-07-23 04:00:00,2025-07-23,"38",0,0,0,0,0.283,239.4,0.537,7.333,9.7,1014.998,-0.024,0,96.8,6.6,0.017,2.25,0,"013CAMPBELLCLIM50535VUE-500004413",0,5.054,6.241,-3.166,-46.47,-46.47,5.806,5.812,0.332,0.477,"CR1000_Table2-23-7.dat"
2025-07-23 05:00:00,2025-07-23,"39",0,0,0,0,0.635,167.8,1.363,7.65,9.566667,1014.881,-0.019,0,93.5,7.3,-0.017,2.233,0,"013CAMPBELLCLIM50535VUE-500004413",0,5.467,6.622,-3.652,-52.05,-52.05,5.658,5.664,0.331,0.477,"CR1000_Table2-23-7.dat"
2025-07-23 06:00:00,2025-07-23,"40",0,0,0,0,0.312,321.2,0.683,6.75,9.316667,1014.848,-0.023,0,93.6,5.8,0.033,2.267,0,"013CAMPBELLCLIM50535VUE-500004413",0,3.669,5.726,-4.087,-56.42,-56.42,5.504,5.503,0.331,0.477,"CR1000_Table2-23-7.dat"
2025-07-23 07:00:00,2025-07-23,"41",0,0,0,0,0.457,156.7,1.09,6.167,9,1015.764,-0.021,0,96.7,5.3,0.033,2.317,0,"013CAMPBELLCLIM50535VUE-500004413",0,3.527,5.234,-4.484,-63.35,-63.35,4.83,4.833,0.331,0.477,"CR1000_Table2-23-7.dat"
2025-07-23 08:00:00,2025-07-23,"42",3.333,0.017,0,0,0.388,290.8,0.917,5.583,8.7,1016.231,0.003,0.352,90.6,4.8,-0.017,2.283,0.012,"013CAMPBELLCLIM50535VUE-500004413",0,3.475,4.68,-4.91,-53.53,-53.53,4.312,4.317,0.331,0.477,"CR1000_Table2-23-7.dat"
2025-07-23 09:00:00,2025-07-23,"43",51.5,0.017,0,0,1.322,271.2,2.96,7.983,9.566667,1016.981,0.033,0.965,88.1,8.2,0.067,2.333,0.1854,"013CAMPBELLCLIM50535VUE-500004413",0,6.962,7.695,-5.363,2.39,2.39,5.167,5.164,0.331,0.477,"CR1000_Table2-23-7.dat"
2025-07-23 10:00:00,2025-07-23,"44",115.3,0,0,0,0.557,180.6,1.28,9.1,9.966666,1017.614,0.065,1.5,86.1,10.4,0.033,2.217,0.4152,"013CAMPBELLCLIM50535VUE-500004413",0,9.25,9.48,-5.715,82.4,82.4,6.763,6.762,0.331,0.477,"CR1000_Table2-23-7.dat"
2025-07-30 11:00:00,2025-07-30,"213",69.83,0,0,0,0.61,27.7,1.588,13.45,10.65,1013.898,0.055,1.962,69.8,13.9,0.167,2.317,0.2514,"013CAMPBELLCLIM50535VUE-500004413",0,13.23,13.65,-3.099,33.5,33.5,11.95,11.95,0.325,0.477,"CR1000_Table2-11-8.dat"
2025-07-30 12:00:00,2025-07-30,"214",116.7,0,0,0,0.535,294.9,1.442,13.85,10.81667,1015.181,0.082,2.138,68.8,14.9,0.067,2.233,0.42,"013CAMPBELLCLIM50535VUE-500004413",0,14.67,14.56,-2.937,79.72,79.72,13.12,13.12,0.326,0.477,"CR1000_Table2-11-8.dat"
2025-07-30 13:00:00,2025-07-30,"215",187.3,0,0,0,0.773,272.6,1.782,14.37,11.2,1015.364,0.124,2.093,68.4,16,0.117,2.283,0.6744,"013CAMPBELLCLIM50535VUE-500004413",0,16.64,15.61,-2.546,136.1,136.1,14.6,14.6,0.326,0.477,"CR1000_Table2-11-8.dat"
2025-07-30 14:00:00,2025-07-30,"216",168.3,0,0,0,0.923,320.1,2.508,14.83,11.36667,1013.664,0.116,1.837,66.1,16.2,0.117,2.3,0.606,"013CAMPBELLCLIM50535VUE-500004413",0,16.46,15.91,-1.896,101.7,101.7,15.67,15.67,0.326,0.477,"CR1000_Table2-11-8.dat"
2025-07-30 15:00:00,2025-07-30,"217",87.2,0,0,0,0.863,210.8,2.152,14.52,11.18333,1012.498,0.072,1.392,68,15,0.083,2.2,0.3138,"013CAMPBELLCLIM50535VUE-500004413",0,14.69,14.85,-1.041,31.88,31.88,15.5,15.5,0.325,0.477,"CR1000_Table2-11-8.dat"
2025-07-30 16:00:00,2025-07-30,"218",58,0,0,0,0.338,168,0.988,14.62,11.03333,1011.364,0.044,0.805,65.8,15,0.05,2.133,0.2088,"013CAMPBELLCLIM50535VUE-500004413",0,14.52,14.86,-0.295,13.97,13.97,15.04,15.04,0.326,0.477,"CR1000_Table2-11-8.dat"
2025-07-30 17:00:00,2025-07-30,"219",44.67,0,0,0,0.3,284.5,0.813,14.47,11.26667,1010.231,-0.012,0.192,71.9,14.5,0.117,2.233,0.1608,"013CAMPBELLCLIM50535VUE-500004413",0,13.74,14.69,0.149,0.168,0.168,14.77,14.77,0.326,0.477,"CR1000_Table2-11-8.dat"
2025-07-30 18:00:00,2025-07-30,"220",14.17,0,0,0,0.278,134.6,0.633,13.5,11.31667,1009.648,0.01,0,76.6,13.1,0.067,2.3,0.051,"013CAMPBELLCLIM50535VUE-500004413",0,11.7,13.13,0.398,-28.8,-28.8,13.85,13.85,0.326,0.477,"CR1000_Table2-11-8.dat"
2025-07-30 19:00:00,2025-07-30,"221",1.167,0,0,0,0.328,180.2,0.943,11.97,11.01667,1009.731,0.005,0,77.3,11.4,0.133,2.2,0.0042,"013CAMPBELLCLIM50535VUE-500004413",0,9.88,11.1,0.441,-40.47,-40.47,12.35,12.35,0.325,0.477,"CR1000_Table2-11-8.dat"
2025-07-30 20:00:00,2025-07-30,"222",0,0,0,0,0.443,154.3,1.288,11.72,10.68333,1009.931,0.006,0,79.8,11.1,0.067,2.283,0,"013CAMPBELLCLIM50535VUE-500004413",0,9.34,10.73,0.214,-43.04,-43.04,11.24,11.25,0.325,0.477,"CR1000_Table2-11-8.dat"
2025-07-30 21:00:00,2025-07-30,"223",0,0,0,0,0.268,86.4,0.56,10.68,10.66667,1010.214,0.003,0,82.9,10.1,-0.017,2.267,0,"013CAMPBELLCLIM50535VUE-500004413",0,8.83,9.83,-0.234,-34.68,-34.68,10.39,10.39,0.325,0.477,"CR1000_Table2-11-8.dat"
2025-07-30 22:00:00,2025-07-30,"224",0,0,0,0,0.887,112.7,2.397,11.43,10.93333,1010.648,0.009,0,85.1,11,0.083,2.25,0,"013CAMPBELLCLIM50535VUE-500004413",0,9.81,10.84,-0.749,-39.26,-39.26,10.18,10.18,0.325,0.477,"CR1000_Table2-11-8.dat"
2025-07-30 23:00:00,2025-07-30,"225",0,0,0,0,0.917,154.6,3.057,10.85,11.06667,1011.414,0.007,0,84.8,10.5,0.033,2.283,0,"013CAMPBELLCLIM50535VUE-500004413",0,9.39,10.48,-1.22,-37.1,-37.1,10.2,10.2,0.325,0.477,"CR1000_Table2-11-8.dat"
2025-07-31,2025-07-31,"226",0,0,0,0,0.337,154.4,0.9,10.42,10.96667,1012.031,0.003,0,89.3,9.9,0.033,2.267,0,"013CAMPBELLCLIM50535VUE-500004413",0,8.7,9.78,-1.582,-31.62,-31.62,9.91,9.91,0.325,0.477,"CR1000_Table2-11-8.dat"
2025-07-31 01:00:00,2025-07-31,"227",0,0,0,0,0.348,209.6,0.697,9.98,10.85,1012.248,0.003,0,89.2,9.8,-0.017,2.283,0,"013CAMPBELLCLIM50535VUE-500004413",0,8.49,9.2,-1.886,-29.57,-29.57,9.33,9.33,0.325,0.477,"CR1000_Table2-11-8.dat"
2025-07-31 02:00:00,2025-07-31,"228",0,0,0,0,0.573,265.9,1.228,10,10.93333,1012.014,0.004,0,89,9.8,0.1,2.25,0,"013CAMPBELLCLIM50535VUE-500004413",0,8.84,9.53,-2.18,-27.39,-27.39,9.18,9.18,0.325,0.477,"CR1000_Table2-11-8.dat"
2025-07-31 03:00:00,2025-07-31,"229",0,0,0,0,0.823,221.2,2.072,9.77,10.96667,1011.981,0.004,0,91.7,9.6,0.067,2.333,0,"013CAMPBELLCLIM50535VUE-500004413",0,8.76,9.5,-2.449,-26.72,-26.72,9.25,9.25,0.325,0.477,"CR1000_Table2-11-8.dat"
2025-07-31 04:00:00,2025-07-31,"230",0,0,0,0,0.648,287.2,1.565,9.52,10.91667,1011.481,0.003,0,91.9,9.3,0.017,2.333,0,"013CAMPBELLCLIM50535VUE-500004413",0,8.43,9.12,-2.654,-26.11,-26.11,9.1,9.1,0.324,0.477,"CR1000_Table2-11-8.dat"
2025-07-31 05:00:00,2025-07-31,"231",0,0,0,0,0.642,79.5,1.457,9.38,10.88333,1010.931,0.003,0,93.6,9.1,0.033,2.317,0,"013CAMPBELLCLIM50535VUE-500004413",0,8.08,9,-2.821,-31.37,-31.37,8.95,8.95,0.324,0.477,"CR1000_Table2-11-8.dat"
2025-07-31 06:00:00,2025-07-31,"232",0,0,0,0,0.763,280.7,1.988,9.42,10.81667,1010.048,0.003,0,86.4,9.3,0.05,2.3,0,"013CAMPBELLCLIM50535VUE-500004413",0,8.22,8.83,-2.967,-34.71,-34.71,8.65,8.65,0.324,0.477,"CR1000_Table2-11-8.dat"
2025-07-31 07:00:00,2025-07-31,"233",0,0,0,0,0.67,156.3,1.485,10.9,10.55,1010.914,0.007,0,81,10.7,0.05,2.25,0,"013CAMPBELLCLIM50535VUE-500004413",0,9.32,10.52,-3.133,-26.6,-26.6,9.15,9.16,0.324,0.477,"CR1000_Table2-11-8.dat"
2025-07-31 08:00:00,2025-07-31,"234",1.333,0,0,0,0.527,139.8,1.225,10.47,10.1,1011.298,0.008,0.419,76.4,10,0.15,2.3,0.0048,"013CAMPBELLCLIM50535VUE-500004413",0,8.96,9.96,-3.29,-23.12,-23.12,9.34,9.34,0.324,0.477,"CR1000_Table2-11-8.dat"
2025-07-31 09:00:00,2025-07-31,"235",35.33,0,0,0,1.3,351.4,4.077,17.07,8.15,1010.798,0.076,1.064,38.5,17,0.233,2.283,0.1272,"013CAMPBELLCLIM50535VUE-500004413",0,15.04,16.41,-3.404,2.896,2.896,11.78,11.78,0.324,0.477,"CR1000_Table2-11-8.dat"
2025-07-31 10:00:00,2025-07-31,"236",148.7,0,0,0,0.538,103.8,1.663,17.98,8.616667,1010.298,0.114,1.612,41.6,19.3,0.183,2.267,0.5352,"013CAMPBELLCLIM50535VUE-500004413",0,17.96,18.66,-3.451,115.5,115.5,15.05,15.05,0.324,0.477,"CR1000_Table2-11-8.dat"
2025-07-31 11:00:00,2025-07-31,"237",178.7,0,0,0,1.283,122.2,3.787,15.77,9.55,1010.481,0.143,1.988,62,15.7,0.3,2.15,0.6432,"013CAMPBELLCLIM50535VUE-500004413",0,16.63,16.93,-3.218,135.3,135.3,16.9,16.9,0.324,0.477,"CR1000_Table2-11-8.dat"
2025-07-31 12:00:00,2025-07-31,"238",387.8,0,0,0,1.427,132.3,3.723,15.83,10.43333,1011.698,0.238,2.157,56.2,18.5,0.183,2.2,1.3962,"013CAMPBELLCLIM50535VUE-500004413",0,22.25,17.51,-2.538,389.7,389.7,17.74,17.73,0.324,0.477,"CR1000_Table2-11-8.dat"
2025-07-31 13:00:00,2025-07-31,"239",145.3,0,0,0,1.472,128.5,3.928,15.63,10.75,1012.598,0.125,2.113,61.8,15.8,0.25,2.183,0.5232,"013CAMPBELLCLIM50535VUE-500004413",0,17.13,16.74,-1.571,77.87,77.87,18.66,18.65,0.324,0.477,"CR1000_Table2-11-8.dat"
2025-07-31 14:00:00,2025-07-31,"240",74,0,0,0,1.502,149.7,4.012,14.73,10.83333,1012.481,0.078,1.855,66.1,15.1,0.083,2.267,0.2664,"013CAMPBELLCLIM50535VUE-500004413",0,15.01,14.95,-0.312,24.36,24.36,16.74,16.74,0.324,0.477,"CR1000_Table2-11-8.dat"
2025-07-31 15:00:00,2025-07-31,"241",66,0,0,0,1.278,145.8,3.077,14.23,10.86667,1012.064,0.066,1.406,66.9,14.6,0.133,2.233,0.2376,"013CAMPBELLCLIM50535VUE-500004413",0,14.18,14.39,0.56,9.64,9.64,15.53,15.53,0.324,0.477,"CR1000_Table2-11-8.dat"
2025-07-31 16:00:00,2025-07-31,"242",47,0,0,0,1.06,133.7,2.302,14.03,11.08333,1012.314,0.05,0.815,72.6,14.1,0.017,2.217,0.1692,"013CAMPBELLCLIM50535VUE-500004413",0,13.62,14.11,0.906,-19.56,-19.56,14.88,14.88,0.324,0.477,"CR1000_Table2-11-8.dat"
2025-07-31 17:00:00,2025-07-31,"243",11.67,1.326,0,0,0.478,92.7,1.227,12.2,12.33333,1013.031,0.012,0.198,94.4,11.8,0.083,2.267,0.042,"013CAMPBELLCLIM50535VUE-500004413",0,11.3,11.85,0.975,-32.83,-32.83,13.42,13.43,0.324,0.477,"CR1000_Table2-11-8.dat"
2025-07-31 18:00:00,2025-07-31,"244",2,2.975,0,0,0.22,150.8,0.613,11.25,12.88333,1013.431,0.001,0,98,11.1,0.1,2.233,0.0072,"013CAMPBELLCLIM50535VUE-500004413",0,10.89,10.89,0.882,-17.61,-17.61,12.24,12.24,0.324,0.477,"CR1000_Table2-11-8.dat"
2025-07-31 19:00:00,2025-07-31,"245",0,2.805,0,0,0.31,0.9,0.837,10.93,12.9,1013.431,0.001,0,98.5,10.8,0.15,2.283,0,"013CAMPBELLCLIM50535VUE-500004413",0,10.57,10.63,0.591,-17.81,-17.81,11.52,11.53,0.324,0.477,"CR1000_Table2-11-8.dat"
2025-07-31 20:00:00,2025-07-31,"246",0,2.482,0,0,0.25,129.2,0.61,10.78,12.86667,1014.031,0,0,99.9,10.7,0.017,2.267,0,"013CAMPBELLCLIM50535VUE-500004413",0,10.39,10.47,0.127,-17.37,-17.37,11.09,11.09,0.326,0.477,"CR1000_Table2-11-8.dat"
2025-07-31 21:00:00,2025-07-31,"247",0,1.632,0,0,0.273,309.4,0.778,10.78,12.91667,1013.981,0,0,100,10.6,0.117,2.183,0,"013CAMPBELLCLIM50535VUE-500004413",0,10.32,10.47,-0.403,-20.13,-20.13,10.84,10.84,0.363,0.477,"CR1000_Table2-11-8.dat"
2025-07-31 22:00:00,2025-07-31,"248",0,2.533,0,0,0.285,349.7,0.763,10.47,12.66667,1013.848,0,0,100,10.3,0.033,2.3,0,"013CAMPBELLCLIM50535VUE-500004413",0,9.96,10.15,-0.909,-17.95,-17.95,10.62,10.62,0.388,0.477,"CR1000_Table2-11-8.dat"
2025-07-31 23:00:00,2025-07-31,"249",0,3.621,0,0,0.472,253.3,1.243,9.93,11.96667,1013.981,0.001,0,97.7,9.5,-0.067,2.233,0,"013CAMPBELLCLIM50535VUE-500004413",0,9.18,9.29,-1.429,-23.78,-23.78,10.12,10.11,0.404,0.477,"CR1000_Table2-11-8.dat"
2025-08-01,2025-08-01,"250",0,0.408,0,0,0.26,121.3,0.737,9.53,11.81667,1013.281,0,0,99.8,9.4,0.017,2.267,0,"013CAMPBELLCLIM50535VUE-500004413",0,9.01,9.1,-2.034,-22.3,-22.3,9.68,9.68,0.411,0.476,"CR1000_Table2-11-8.dat"
2025-08-01 01:00:00,2025-08-01,"251",0,0.221,0,0,0.278,2.6,0.713,9.48,11.83333,1012.614,0,0,99.9,9.4,0.033,2.233,0,"013CAMPBELLCLIM50535VUE-500004413",0,8.99,9.13,-2.432,-20.69,-20.69,9.47,9.47,0.406,0.476,"CR1000_Table2-11-8.dat"
